Date,Product_ID,SKU_No,Required_Qty,Available_Stock,Station,Status
14-08-2018,M002,SK0027,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
14-08-2018,M002,SK0028,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
14-08-2018,M002,SK0029,124,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
14-08-2018,M002,SK0030,124,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0011,65,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0013,65,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0014,194,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0015,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0016,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0019,65,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0020,65,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0021,194,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0023,65,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0024,194,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0026,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0027,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0028,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0029,129,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
15-08-2018,M002,SK0030,129,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0011,65,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0013,65,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0014,194,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0015,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0016,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0019,65,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0020,65,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0021,194,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0023,65,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0024,194,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0026,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0027,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0028,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0029,129,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
16-08-2018,M002,SK0030,129,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0011,62,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0013,62,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0014,186,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0015,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0016,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0019,62,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0020,62,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0021,186,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0023,62,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0024,186,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0026,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0027,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0028,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0029,124,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
17-08-2018,M002,SK0030,124,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0011,59,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0013,59,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0014,178,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0015,59,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0016,59,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0019,59,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0020,59,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0021,178,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0023,59,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0024,178,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0026,59,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0027,59,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0028,59,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0029,119,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
18-08-2018,M002,SK0030,119,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0011,61,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0013,61,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0014,183,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0015,61,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0016,61,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0019,61,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0020,61,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0021,183,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0023,61,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0024,183,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0026,61,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0027,61,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0028,61,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0029,122,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-08-2018,M002,SK0030,122,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0011,60,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0013,60,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0014,179,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0015,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0016,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0019,60,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0020,60,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0021,179,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0023,60,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0024,179,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0026,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0027,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0028,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0029,119,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-08-2018,M002,SK0030,119,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0011,62,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0013,62,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0014,187,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0015,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0016,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0019,62,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0020,62,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0021,187,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0023,62,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0024,187,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0026,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0027,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0028,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0029,124,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-08-2018,M002,SK0030,124,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0011,65,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0013,65,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0014,194,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0015,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0016,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0019,65,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0020,65,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0021,194,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0023,65,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0024,194,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0026,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0027,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0028,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0029,129,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-08-2018,M002,SK0030,129,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0011,65,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0013,65,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0014,194,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0015,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0016,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0019,65,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0020,65,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0021,194,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0023,65,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0024,194,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0026,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0027,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0028,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0029,130,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-08-2018,M002,SK0030,130,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0011,62,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0013,62,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0014,187,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0015,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0016,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0019,62,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0020,62,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0021,187,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0023,62,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0024,187,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0026,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0027,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0028,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0029,124,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-08-2018,M002,SK0030,124,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0011,60,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0013,60,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0014,179,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0015,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0016,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0019,60,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0020,60,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0021,179,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0023,60,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0024,179,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0026,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0027,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0028,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0029,119,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-08-2018,M002,SK0030,119,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0011,61,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0013,61,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0014,184,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0015,61,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0016,61,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0019,61,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0020,61,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0021,184,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0023,61,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0024,184,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0026,61,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0027,61,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0028,61,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0029,123,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-08-2018,M002,SK0030,123,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0011,60,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0013,60,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0014,180,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0015,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0016,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0019,60,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0020,60,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0021,180,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0023,60,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0024,180,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0026,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0027,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0028,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0029,120,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-08-2018,M002,SK0030,120,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0011,63,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0013,63,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0014,188,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0015,63,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0016,63,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0019,63,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0020,63,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0021,188,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0023,63,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0024,188,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0026,63,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0027,63,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0028,63,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0029,125,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-08-2018,M002,SK0030,125,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0011,65,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0013,65,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0014,196,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0015,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0016,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0019,65,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0020,65,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0021,196,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0023,65,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0024,196,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0026,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0027,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0028,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0029,130,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-08-2018,M002,SK0030,130,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0011,65,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0013,65,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0014,196,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0015,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0016,65,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0019,65,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0020,65,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0021,196,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0023,65,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0024,196,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0026,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0027,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0028,65,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0029,131,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-08-2018,M002,SK0030,131,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0011,63,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0013,63,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0014,189,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0015,63,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0016,63,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0019,63,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0020,63,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0021,189,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0023,63,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0024,189,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0026,63,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0027,63,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0028,63,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0029,126,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
31-08-2018,M002,SK0030,126,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0011,60,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0013,60,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0014,181,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0015,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0016,60,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0019,60,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0020,60,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0021,181,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0023,60,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0024,181,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0026,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0027,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0028,60,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0029,121,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-09-2018,M002,SK0030,121,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0011,62,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0013,62,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0014,186,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0015,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0016,62,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0019,62,4,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0020,62,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0021,186,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0023,62,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0024,186,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0026,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0027,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0028,62,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0029,124,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-09-2018,M002,SK0030,124,13,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
03-09-2018,M002,SK0011,61,39,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
